userid,placeid,time,timeoffset,lng,lat,spot_categ,cross_city_mode
13268,4c3f0fb951dee21e856eeb6e,Sat Apr 28 13:25:08 +0000 2012,-240,-77.270981,39.177699,Medical Center,Washington_Washington
13268,4f9a9d50e4b0f1efa6b27d84,Sat Apr 28 17:42:36 +0000 2012,-240,-77.02336099999998,38.903389000000004,Theme Park,Washington_Washington
13268,45ad4af1f964a52073411fe3,Sat Apr 28 18:26:28 +0000 2012,-240,-77.024016,38.90619,Sports Bar,Washington_Washington
13268,4df6441c1fc7b84e0ea88424,Thu May 03 16:11:42 +0000 2012,-240,-77.01795799999998,38.876651,American Restaurant,Washington_Washington
13268,40ce3c00f964a5201b011fe3,Thu May 03 22:18:49 +0000 2012,-240,-77.035258,38.889463,Monument / Landmark,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Sat May 05 23:29:17 +0000 2012,-240,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4b204668f964a520d02f24e3,Wed May 09 12:07:16 +0000 2012,-240,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,4ada934ff964a5209a2321e3,Wed May 09 22:40:50 +0000 2012,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,40ce3c00f964a5201b011fe3,Thu May 10 23:42:54 +0000 2012,-240,-77.035258,38.889463,Monument / Landmark,Washington_Washington
13268,4ada934ff964a5209a2321e3,Sat May 12 22:19:10 +0000 2012,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Mon May 28 17:42:05 +0000 2012,-240,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4a662b6cf964a5202ac81fe3,Thu Jun 07 19:41:35 +0000 2012,-240,-77.01633299999997,38.882982,Government Building,Washington_Washington
13268,4ada934ff964a5209a2321e3,Fri Jun 08 19:03:56 +0000 2012,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,4d2dec72ad3a8cfa6d728fbd,Fri Jun 08 20:32:27 +0000 2012,-240,-76.878129,38.990573,Doctor's Office,Washington_Washington
13268,4ada934ff964a5209a2321e3,Mon Jun 11 19:25:14 +0000 2012,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,4c49b5a49f2ad13a50bdaa53,Wed Jun 13 19:56:40 +0000 2012,-240,-76.735366,38.948759,Gym,Washington_Washington
13268,4c49b5a49f2ad13a50bdaa53,Fri Jun 15 12:06:57 +0000 2012,-240,-76.735366,38.948759,Gym,Washington_Washington
13268,4c49b5a49f2ad13a50bdaa53,Mon Jun 18 19:59:34 +0000 2012,-240,-76.735366,38.948759,Gym,Washington_Washington
13268,4c49b5a49f2ad13a50bdaa53,Wed Jun 20 19:59:15 +0000 2012,-240,-76.735366,38.948759,Gym,Washington_Washington
13268,4ada934ff964a5209a2321e3,Wed Jun 20 21:30:12 +0000 2012,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,4a662b6cf964a5202ac81fe3,Thu Jun 21 14:44:23 +0000 2012,-240,-77.01633299999997,38.882982,Government Building,Washington_Washington
13268,4a662b6cf964a5202ac81fe3,Thu Oct 25 12:44:01 +0000 2012,-240,-77.01633299999997,38.882982,Government Building,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Tue Oct 30 20:36:17 +0000 2012,-240,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4b676b12f964a520bc4d2be3,Thu Nov 01 22:21:43 +0000 2012,-240,-76.741743,38.978722,Library,Washington_Washington
13268,4ada934ff964a5209a2321e3,Fri Nov 02 01:01:09 +0000 2012,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,49e87228f964a5204c651fe3,Wed Nov 07 17:30:40 +0000 2012,-300,-77.016649,38.888127000000004,Museum,Washington_Washington
13268,4e04e483a8095357d2d3960d,Sat Nov 17 16:18:38 +0000 2012,-300,-76.74583699999998,38.949788,Medical Center,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Sat Nov 17 17:12:41 +0000 2012,-300,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4ada934ff964a5209a2321e3,Sat Nov 17 20:23:29 +0000 2012,-300,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Sat Nov 24 20:25:21 +0000 2012,-300,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4b24f23af964a520ad6a24e3,Thu Dec 27 15:18:15 +0000 2012,-300,-76.73515,38.97999,Breakfast Spot,Washington_Washington
13268,4b606d49f964a52048e529e3,Thu Dec 27 22:40:52 +0000 2012,-300,-76.852884,38.99037,Sushi Restaurant,Washington_Washington
13268,4c3f0fb951dee21e856eeb6e,Mon Dec 31 15:58:56 +0000 2012,-300,-77.270981,39.177699,Medical Center,Washington_Washington
13268,4b204668f964a520d02f24e3,Wed Jan 02 13:15:37 +0000 2013,-300,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,4ccb9115ba79a1cda17735cb,Sun Feb 24 19:14:20 +0000 2013,-300,-76.875837,39.001538000000004,Indie Movie Theater,Washington_Washington
13268,4b6c49eef964a520142e2ce3,Sun Feb 24 21:47:23 +0000 2013,-300,-76.876638,39.001267999999996,Rock Club,Washington_Washington
13268,4b606d49f964a52048e529e3,Fri Mar 22 22:27:45 +0000 2013,-240,-76.852884,38.99037,Sushi Restaurant,Washington_Washington
13268,4b204668f964a520d02f24e3,Tue Jul 09 13:00:43 +0000 2013,-240,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,4ada934ff964a5209a2321e3,Sun Jul 14 21:48:57 +0000 2013,-240,-76.73390899999998,38.945017,Brewery,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Fri Jul 19 23:23:12 +0000 2013,-240,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4b204668f964a520d02f24e3,Tue Jul 23 12:38:50 +0000 2013,-240,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,41366280f964a520c41a1fe3,Tue Sep 10 20:50:56 +0000 2013,-240,-77.02195999999998,38.90018900000001,Bar,Washington_Washington
13268,4b1e9a40f964a520631c24e3,Tue Oct 15 22:13:08 +0000 2013,-240,-76.739427,38.950702,Movie Theater,Washington_Washington
13268,4b204668f964a520d02f24e3,Tue Oct 22 12:34:30 +0000 2013,-240,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,4a662b6cf964a5202ac81fe3,Wed Oct 23 16:55:18 +0000 2013,-240,-77.01633299999997,38.882982,Government Building,Washington_Washington
13268,4b204668f964a520d02f24e3,Thu Oct 31 12:29:04 +0000 2013,-240,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,41366280f964a520c41a1fe3,Tue Nov 05 22:41:41 +0000 2013,-300,-77.02195999999998,38.90018900000001,Bar,Washington_Washington
13268,446d8fa5f964a52067331fe3,Tue Nov 05 23:46:37 +0000 2013,-300,-77.02099399999999,38.89798,Basketball Stadium,Washington_Washington
13268,4b204668f964a520d02f24e3,Thu Nov 07 13:15:31 +0000 2013,-300,-76.87133799999998,38.947394,Subway,Washington_Washington
13268,41366280f964a520c41a1fe3,Tue Nov 12 22:28:58 +0000 2013,-300,-77.02195999999998,38.90018900000001,Bar,Washington_Washington
13268,4ada934ff964a5209a2321e3,Tue Dec 17 23:09:29 +0000 2013,-300,-76.73390899999998,38.945017,Brewery,Washington_Washington
30300,4b23dcf4f964a520755b24e3,Thu Apr 26 15:05:16 +0000 2012,-240,-77.27138499999998,39.181290999999995,Deli / Bodega,Washington_Washington
30300,4a3173abf964a520d3991fe3,Fri Apr 27 14:02:34 +0000 2012,-240,-77.237257,39.12258900000001,Grocery Store,Washington_Washington
30300,4b5f206cf964a5209da729e3,Sat Apr 28 17:56:51 +0000 2012,-240,-77.26978099999998,39.17782800000001,Fast Food Restaurant,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Sat Apr 28 18:50:14 +0000 2012,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4b813e74f964a520e69b30e3,Sun Apr 29 15:13:32 +0000 2012,-240,-77.24597299999998,39.201332,American Restaurant,Washington_Washington
30300,4de7a9d4ae60b9d73532dd61,Fri May 04 18:02:46 +0000 2012,-240,-77.24967599999998,39.193591,Doctor's Office,Washington_Washington
30300,4aad2adff964a520d55e20e3,Sat May 05 17:07:31 +0000 2012,-240,-77.266824,39.180477,Grocery Store,Washington_Washington
30300,4b09e97ef964a520a61f23e3,Mon May 07 00:01:40 +0000 2012,-240,-77.26165299999998,39.170761999999996,Steakhouse,Washington_Washington
30300,4dffb482183886b857462073,Mon May 07 15:08:10 +0000 2012,-240,-77.09884599999998,38.989008,Smoke Shop,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Mon May 07 15:12:46 +0000 2012,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4a6e0f6bf964a520d0d31fe3,Mon May 07 15:21:22 +0000 2012,-240,-77.09603099999998,38.988331,Coffee Shop,Washington_Washington
30300,4c0518540d0e0f47cfca049a,Tue May 08 13:49:57 +0000 2012,-240,-77.12285699999998,39.059751,Trade School,Washington_Washington
30300,4dcf0a5352b1f8915ba6e585,Thu May 10 23:53:02 +0000 2012,-240,-77.09791899999998,38.989646,Seafood Restaurant,Washington_Washington
30300,4bdf68f00ee3a5938b3334b0,Fri May 11 15:05:40 +0000 2012,-240,-77.14677899999998,39.023018,Department Store,Washington_Washington
30300,4b51ba0cf964a520a45327e3,Fri May 11 15:27:58 +0000 2012,-240,-77.14609199999998,39.024454999999996,Coffee Shop,Washington_Washington
30300,4b813e74f964a520e69b30e3,Sat May 12 14:16:37 +0000 2012,-240,-77.24597299999998,39.201332,American Restaurant,Washington_Washington
30300,4b6be6caf964a520fc1b2ce3,Sat May 12 15:32:52 +0000 2012,-240,-77.261329,39.17099,Farmers Market,Washington_Washington
30300,4b6b2192f964a520d7f42be3,Tue May 15 15:15:50 +0000 2012,-240,-77.200964,39.117944,Sporting Goods Shop,Washington_Washington
30300,49c98f44f964a52078581fe3,Tue May 15 15:50:27 +0000 2012,-240,-77.146339,39.023984999999996,Mall,Washington_Washington
30300,4cebd22cf865370411eec4c4,Wed May 16 00:17:08 +0000 2012,-240,-77.26392199999998,39.182583,Burrito Place,Washington_Washington
30300,4ae759c1f964a5209baa21e3,Wed May 16 10:29:26 +0000 2012,-240,-77.041714,38.905559000000004,Coffee Shop,Washington_Washington
30300,4b17aad1f964a520f2c623e3,Wed May 16 10:41:31 +0000 2012,-240,-77.04054399999998,38.906945,General College & University,Washington_Washington
30300,4c5055e4da159c74b4690d4b,Sat May 19 14:42:22 +0000 2012,-240,-76.831733,38.764885,Home (private),Washington_Washington
30300,4b23dcf4f964a520755b24e3,Tue May 22 16:00:24 +0000 2012,-240,-77.27138499999998,39.181290999999995,Deli / Bodega,Washington_Washington
30300,4bc63c1fb387d13ae289c1e8,Thu May 24 00:16:57 +0000 2012,-240,-77.246713,39.201032,Sandwich Place,Washington_Washington
30300,44d17cecf964a5202b361fe3,Sun May 27 07:11:02 +0000 2012,-240,-77.04231299999998,38.853044,Airport,Washington_Washington
30300,4b0329c6f964a520244d22e3,Sun May 27 09:03:37 +0000 2012,-240,-77.04239799999998,38.853645,Airport Lounge,Washington_Washington
30300,4b23dcf4f964a520755b24e3,Sun Jun 03 13:57:16 +0000 2012,-240,-77.27138499999998,39.181290999999995,Deli / Bodega,Washington_Washington
30300,4b536450f964a5207a9a27e3,Sun Jun 03 14:53:21 +0000 2012,-240,-77.24896099999998,39.198954,Department Store,Washington_Washington
30300,4cebd22cf865370411eec4c4,Sun Jun 03 23:53:20 +0000 2012,-240,-77.26392199999998,39.182583,Burrito Place,Washington_Washington
30300,4b677350f964a520b84f2be3,Mon Jun 04 22:39:02 +0000 2012,-240,-77.271051,39.181508,Grocery Store,Washington_Washington
30300,4b59e61bf964a520529f28e3,Thu Jun 07 14:53:30 +0000 2012,-240,-77.25983999999998,39.183105,American Restaurant,Washington_Washington
30300,4af464aef964a52008f221e3,Fri Jun 08 14:56:18 +0000 2012,-240,-77.18642199999998,39.116609999999994,Clothing Store,Washington_Washington
30300,4b23dcf4f964a520755b24e3,Sat Jun 09 15:05:53 +0000 2012,-240,-77.27138499999998,39.181290999999995,Deli / Bodega,Washington_Washington
30300,4aad2bccf964a520db5e20e3,Sat Jun 09 17:24:55 +0000 2012,-240,-77.26603,39.180493,Coffee Shop,Washington_Washington
30300,4e31f41752b131dcebb35ae3,Sun Jun 10 22:49:34 +0000 2012,-240,-77.258666,39.172652,Tech Startup,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Tue Jun 12 15:17:02 +0000 2012,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4cebd22cf865370411eec4c4,Thu Jun 14 00:06:52 +0000 2012,-240,-77.26392199999998,39.182583,Burrito Place,Washington_Washington
30300,4c1ba85ab4e62d7fb9bbd993,Sun Jun 17 16:52:45 +0000 2012,-240,-77.234266,39.124037,Middle Eastern Restaurant,Washington_Washington
30300,4e31f41752b131dcebb35ae3,Sun Jun 17 19:29:03 +0000 2012,-240,-77.258666,39.172652,Tech Startup,Washington_Washington
30300,4bb9169a53649c7415b347fb,Wed Jun 20 23:08:06 +0000 2012,-240,-77.26548299999997,39.181803,Thai Restaurant,Washington_Washington
30300,4b17aad1f964a520f2c623e3,Wed Jun 27 10:29:27 +0000 2012,-240,-77.04054399999998,38.906945,General College & University,Washington_Washington
30300,4e1f476d152098f789cb52ea,Wed Jun 27 17:21:23 +0000 2012,-240,-77.036541,38.895225,Food Truck,Washington_Washington
30300,4ae06138f964a520eb7e21e3,Wed Jun 27 17:36:23 +0000 2012,-240,-77.041106,38.903793,Salon / Barbershop,Washington_Washington
30300,4b59e61bf964a520529f28e3,Fri Jul 06 13:36:21 +0000 2012,-240,-77.25983999999998,39.183105,American Restaurant,Washington_Washington
30300,4c6fe13dfa49a1cdc428a4e3,Sat Jul 07 00:11:54 +0000 2012,-240,-77.26750599999998,39.180797999999996,Bakery,Washington_Washington
30300,4c5f012f9b28d13a99d15d70,Wed Jul 11 14:25:28 +0000 2012,-240,-77.23537299999998,39.121392,Dance Studio,Washington_Washington
30300,4be34f0921d5a5938ad01811,Sat Jul 21 23:04:26 +0000 2012,-240,-77.237964,39.182506,Fried Chicken Joint,Washington_Washington
30300,4c1e2711fcf8c9b6e7c5ac0b,Sun Jul 22 13:05:37 +0000 2012,-240,-77.241815,39.15009600000001,Church,Washington_Washington
30300,4b17aad1f964a520f2c623e3,Tue Jul 24 10:06:10 +0000 2012,-240,-77.04054399999998,38.906945,General College & University,Washington_Washington
30300,4da0531e54dd8cfa97375772,Tue Jul 24 12:16:53 +0000 2012,-240,-77.265564,39.194589,Building,Washington_Washington
30300,4bd4d2115631c9b6723aa330,Sun Jul 29 00:30:27 +0000 2012,-240,-77.262061,39.170796,Ice Cream Shop,Washington_Washington
30300,4b490874f964a520eb6226e3,Sun Jul 29 15:39:48 +0000 2012,-240,-77.205449,39.154204,Diner,Washington_Washington
30300,4b45ec5ef964a520561226e3,Mon Jul 30 18:43:57 +0000 2012,-240,-77.267189,39.174555,Post Office,Washington_Washington
30300,459ecd01f964a520bf401fe3,Sun Aug 05 15:31:18 +0000 2012,-240,-77.447906,38.952634,Airport,Washington_Washington
30300,4e31f41752b131dcebb35ae3,Sun Aug 05 17:11:18 +0000 2012,-240,-77.258666,39.172652,Tech Startup,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Thu Aug 09 15:14:35 +0000 2012,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Fri Aug 10 19:32:47 +0000 2012,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4e31f41752b131dcebb35ae3,Sun Aug 12 02:23:36 +0000 2012,-240,-77.258666,39.172652,Tech Startup,Washington_Washington
30300,4bf6b5239abec9b68c3f26e8,Sun Aug 12 14:58:29 +0000 2012,-240,-77.201893,39.118524,Bookstore,Washington_Washington
30300,4ad67c49f964a5206d0721e3,Sun Aug 12 18:50:29 +0000 2012,-240,-77.24701899999998,39.203252,Grocery Store,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Tue Aug 14 14:02:18 +0000 2012,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4da0531e54dd8cfa97375772,Tue Aug 14 18:30:52 +0000 2012,-240,-77.265564,39.194589,Building,Washington_Washington
30300,4b17aad1f964a520f2c623e3,Wed Sep 05 10:33:13 +0000 2012,-240,-77.04054399999998,38.906945,General College & University,Washington_Washington
30300,4e5be4ddcc3f85b29cb3392b,Sat Sep 15 17:58:20 +0000 2012,-240,-76.947491,38.990320000000004,College Football Field,Washington_Washington
30300,4ba6872ef964a520475b39e3,Sat Sep 15 22:36:04 +0000 2012,-240,-77.266717,39.181142,Food & Drink Shop,Washington_Washington
30300,4b4112e7f964a5208dc025e3,Fri Oct 12 01:37:22 +0000 2012,-240,-77.26483,39.181901,Burger Joint,Washington_Washington
30300,4bb269e742959c74a5cc202c,Sat Oct 13 14:12:21 +0000 2012,-240,-77.279093,39.159447,Grocery Store,Washington_Washington
30300,4b5f206cf964a5209da729e3,Wed Oct 24 11:10:02 +0000 2012,-240,-77.26978099999998,39.17782800000001,Fast Food Restaurant,Washington_Washington
30300,4ba4d524f964a5202bb938e3,Fri Oct 26 15:40:58 +0000 2012,-240,-77.24861199999998,39.148537,Park,Washington_Washington
30300,4dc9c13ee4cd948158d1ab0e,Fri Oct 26 16:20:37 +0000 2012,-240,-77.253006,39.1459,Playground,Washington_Washington
30300,4b6be6caf964a520fc1b2ce3,Fri Oct 26 19:01:46 +0000 2012,-240,-77.261329,39.17099,Farmers Market,Washington_Washington
30300,4ab3c607f964a5206b6e20e3,Sat Oct 27 16:44:09 +0000 2012,-240,-77.20440399999998,39.153642,Mall,Washington_Washington
30300,4b490874f964a520eb6226e3,Sat Oct 27 17:54:44 +0000 2012,-240,-77.205449,39.154204,Diner,Washington_Washington
30300,4e31f41752b131dcebb35ae3,Thu Nov 01 01:03:51 +0000 2012,-240,-77.258666,39.172652,Tech Startup,Washington_Washington
30300,4da0531e54dd8cfa97375772,Tue Nov 06 14:15:25 +0000 2012,-300,-77.265564,39.194589,Building,Washington_Washington
30300,4b9d555cf964a5206ba436e3,Tue Nov 06 17:03:34 +0000 2012,-300,-77.26408499999998,39.174963,High School,Washington_Washington
30300,4da0531e54dd8cfa97375772,Tue Nov 06 17:26:06 +0000 2012,-300,-77.265564,39.194589,Building,Washington_Washington
30300,4b57471bf964a520ea2e28e3,Tue Nov 06 22:56:22 +0000 2012,-300,-77.270684,39.177675,Fast Food Restaurant,Washington_Washington
30300,4aad2bccf964a520db5e20e3,Wed Nov 07 00:09:50 +0000 2012,-300,-77.26603,39.180493,Coffee Shop,Washington_Washington
30300,4da0531e54dd8cfa97375772,Fri Nov 09 13:06:19 +0000 2012,-300,-77.265564,39.194589,Building,Washington_Washington
30300,4a8b3082f964a520b80b20e3,Fri Nov 09 23:22:09 +0000 2012,-300,-77.11485,39.056542,Department Store,Washington_Washington
30300,4ec04da5722e0f78ddfe9cb6,Sun Nov 11 00:25:35 +0000 2012,-300,-77.19714999999998,39.116306,American Restaurant,Washington_Washington
30300,4bf6b5239abec9b68c3f26e8,Sun Nov 11 01:40:11 +0000 2012,-300,-77.201893,39.118524,Bookstore,Washington_Washington
30300,4b5f206cf964a5209da729e3,Sun Nov 11 13:35:08 +0000 2012,-300,-77.26978099999998,39.17782800000001,Fast Food Restaurant,Washington_Washington
30300,4bb0bd1af964a520c3583ce3,Mon Nov 12 21:38:27 +0000 2012,-300,-77.20137199999998,39.09403,University,Washington_Washington
30300,4b5f206cf964a5209da729e3,Tue Nov 13 14:00:54 +0000 2012,-300,-77.26978099999998,39.17782800000001,Fast Food Restaurant,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Tue Nov 13 17:27:48 +0000 2012,-300,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4bb0bd1af964a520c3583ce3,Thu Nov 15 23:18:56 +0000 2012,-300,-77.20137199999998,39.09403,University,Washington_Washington
30300,4aad2adff964a520d55e20e3,Fri Nov 16 03:17:03 +0000 2012,-300,-77.266824,39.180477,Grocery Store,Washington_Washington
30300,4b5741dff964a520b52d28e3,Fri Nov 16 22:51:19 +0000 2012,-300,-77.24826299999998,39.201065,Hardware Store,Washington_Washington
30300,4bb3bf1b14cfd13ae87c16ab,Fri Nov 16 23:31:21 +0000 2012,-300,-77.24849899999998,39.203244,Coffee Shop,Washington_Washington
30300,4bd4d2115631c9b6723aa330,Tue Nov 20 00:53:14 +0000 2012,-300,-77.262061,39.170796,Ice Cream Shop,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Tue Nov 20 20:34:04 +0000 2012,-300,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Fri Nov 23 17:06:11 +0000 2012,-300,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4b1c4057f964a520090524e3,Sat Nov 24 23:06:45 +0000 2012,-300,-77.26154599999998,39.182007,Italian Restaurant,Washington_Washington
30300,4bf6b5239abec9b68c3f26e8,Mon Nov 26 23:07:56 +0000 2012,-300,-77.201893,39.118524,Bookstore,Washington_Washington
30300,4b4112e7f964a5208dc025e3,Tue Nov 27 02:34:40 +0000 2012,-300,-77.26483,39.181901,Burger Joint,Washington_Washington
30300,4b5f206cf964a5209da729e3,Sat Dec 01 14:25:41 +0000 2012,-300,-77.26978099999998,39.17782800000001,Fast Food Restaurant,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Sat Dec 01 17:31:37 +0000 2012,-300,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4b23dcf4f964a520755b24e3,Sun Dec 02 14:49:30 +0000 2012,-300,-77.27138499999998,39.181290999999995,Deli / Bodega,Washington_Washington
30300,4b17aad1f964a520f2c623e3,Mon Dec 03 10:49:02 +0000 2012,-300,-77.04054399999998,38.906945,General College & University,Washington_Washington
30300,4aad2adff964a520d55e20e3,Thu Mar 21 01:19:11 +0000 2013,-240,-77.266824,39.180477,Grocery Store,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Fri Mar 22 21:40:13 +0000 2013,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,4aad2adff964a520d55e20e3,Sun Mar 24 00:25:54 +0000 2013,-240,-77.266824,39.180477,Grocery Store,Washington_Washington
30300,4aad2bccf964a520db5e20e3,Sun Mar 24 00:30:51 +0000 2013,-240,-77.26603,39.180493,Coffee Shop,Washington_Washington
30300,4b232745f964a520e55324e3,Sun Mar 24 06:19:00 +0000 2013,-240,-77.10972499999998,38.997657000000004,Hospital,Washington_Washington
30300,4b4112e7f964a5208dc025e3,Wed Mar 27 01:47:33 +0000 2013,-240,-77.26483,39.181901,Burger Joint,Washington_Washington
30300,4c6fe13dfa49a1cdc428a4e3,Wed Mar 27 17:16:45 +0000 2013,-240,-77.26750599999998,39.180797999999996,Bakery,Washington_Washington
30300,4b232745f964a520e55324e3,Thu Mar 28 12:04:17 +0000 2013,-240,-77.10972499999998,38.997657000000004,Hospital,Washington_Washington
30300,4bb269e742959c74a5cc202c,Sat Mar 30 16:02:41 +0000 2013,-240,-77.279093,39.159447,Grocery Store,Washington_Washington
30300,5036b6bee4b0c89c230c9310,Sat Mar 30 19:13:04 +0000 2013,-240,-77.256699,39.170962,Playground,Washington_Washington
30300,4aad2bccf964a520db5e20e3,Sun Mar 31 23:51:33 +0000 2013,-240,-77.26603,39.180493,Coffee Shop,Washington_Washington
30300,4aad2adff964a520d55e20e3,Wed Apr 03 21:31:05 +0000 2013,-240,-77.266824,39.180477,Grocery Store,Washington_Washington
30300,4aad2bccf964a520db5e20e3,Wed Apr 03 21:32:05 +0000 2013,-240,-77.26603,39.180493,Coffee Shop,Washington_Washington
30300,4b19d0edf964a520b5e423e3,Fri Apr 05 22:08:16 +0000 2013,-240,-77.09899,38.98919,Smoke Shop,Washington_Washington
30300,511520ffe4b050fef81e49be,Sat Apr 06 01:13:44 +0000 2013,-240,-77.238099,39.179558,Breakfast Spot,Washington_Washington
30300,50fd6d2de4b0d0487aaf878b,Sat Apr 06 23:14:08 +0000 2013,-240,-77.09762099999998,38.989743,BBQ Joint,Washington_Washington
30300,4c5055e4da159c74b4690d4b,Tue Apr 09 10:56:59 +0000 2013,-240,-76.831733,38.764885,Home (private),Washington_Washington
30300,4b5f206cf964a5209da729e3,Wed Apr 10 21:32:35 +0000 2013,-240,-77.26978099999998,39.17782800000001,Fast Food Restaurant,Washington_Washington
30300,4a4fbaecf964a520a0af1fe3,Thu Apr 11 12:26:40 +0000 2013,-240,-77.050188,38.889187,Monument / Landmark,Washington_Washington
30300,4a491e86f964a520ffaa1fe3,Thu Apr 11 12:49:59 +0000 2013,-240,-77.047843,38.887855,Monument / Landmark,Washington_Washington
30300,49d69653f964a520ed5c1fe3,Thu Apr 11 13:30:29 +0000 2013,-240,-77.038836,38.884419,Lake,Washington_Washington
30300,4bc9f0850687ef3bc7d0dacc,Thu Apr 11 13:51:02 +0000 2013,-240,-77.04389999999998,38.886206,Monument / Landmark,Washington_Washington
30300,4a10649df964a520b7761fe3,Thu Apr 11 14:01:34 +0000 2013,-240,-77.04257,38.883016,Historic Site,Washington_Washington
30300,4b9ac7a5f964a520e7d435e3,Fri Apr 12 17:19:46 +0000 2013,-240,-77.209125,39.149299,American Restaurant,Washington_Washington
30300,4a6e0f6bf964a520d0d31fe3,Fri Apr 12 23:34:13 +0000 2013,-240,-77.09603099999998,38.988331,Coffee Shop,Washington_Washington
